ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesTerritoryKey,SalesOrderNumber,SalesAmount,OrderDate
528,20220216,20220228,20220223,15742,4,SO52865,4.99,2022-02-16
222,20220216,20220228,20220223,15742,4,SO52865,34.99,2022-02-16
528,20220216,20220228,20220223,22097,6,SO52866,4.99,2022-02-16
485,20220216,20220228,20220223,22097,6,SO52866,21.98,2022-02-16
214,20220216,20220228,20220223,22097,6,SO52866,34.99,2022-02-16
528,20220216,20220228,20220223,14845,7,SO52867,4.99,2022-02-16
480,20220216,20220228,20220223,14845,7,SO52867,2.29,2022-02-16
536,20220216,20220228,20220223,17850,7,SO52868,29.99,2022-02-16
528,20220216,20220228,20220223,17850,7,SO52868,4.99,2022-02-16
217,20220216,20220228,20220223,17850,7,SO52868,34.99,2022-02-16
225,20220216,20220228,20220223,17850,7,SO52868,8.99,2022-02-16
528,20220216,20220228,20220223,21525,10,SO52869,4.99,2022-02-16
535,20220216,20220228,20220223,21525,10,SO52869,24.99,2022-02-16
480,20220216,20220228,20220223,21525,10,SO52869,2.29,2022-02-16
539,20220216,20220228,20220223,17994,8,SO52870,24.99,2022-02-16
480,20220216,20220228,20220223,17994,8,SO52870,2.29,2022-02-16
539,20220216,20220228,20220223,19392,10,SO52871,24.99,2022-02-16
480,20220216,20220228,20220223,19392,10,SO52871,2.29,2022-02-16
530,20220216,20220228,20220223,15922,10,SO52872,4.99,2022-02-16
480,20220216,20220228,20220223,15922,10,SO52872,2.29,2022-02-16
484,20220216,20220228,20220223,15922,10,SO52872,7.95,2022-02-16
537,20220216,20220228,20220223,15826,6,SO52873,35.00,2022-02-16
472,20220216,20220228,20220223,15826,6,SO52873,63.50,2022-02-16
485,20220216,20220228,20220223,15826,6,SO52873,21.98,2022-02-16
485,20220216,20220228,20220223,12906,1,SO52874,21.98,2022-02-16
582,20220216,20220228,20220223,16812,4,SO52875,1700.99,2022-02-16
214,20220216,20220228,20220223,16812,4,SO52875,34.99,2022-02-16
590,20220216,20220228,20220223,13856,4,SO52876,769.49,2022-02-16
485,20220216,20220228,20220223,13856,4,SO52876,21.98,2022-02-16
225,20220216,20220228,20220223,13856,4,SO52876,8.99,2022-02-16
590,20220216,20220228,20220223,16675,9,SO52877,769.49,2022-02-16
536,20220216,20220228,20220223,16675,9,SO52877,29.99,2022-02-16
528,20220216,20220228,20220223,16675,9,SO52877,4.99,2022-02-16
480,20220216,20220228,20220223,16675,9,SO52877,2.29,2022-02-16
575,20220216,20220228,20220223,24521,1,SO52878,2384.07,2022-02-16
217,20220216,20220228,20220223,24521,1,SO52878,34.99,2022-02-16
606,20220216,20220228,20220223,22327,1,SO52879,539.99,2022-02-16
217,20220216,20220228,20220223,22327,1,SO52879,34.99,2022-02-16
384,20220216,20220228,20220223,22646,10,SO52880,1120.49,2022-02-16
214,20220216,20220228,20220223,22646,10,SO52880,34.99,2022-02-16
605,20220216,20220228,20220223,25615,10,SO52881,539.99,2022-02-16
214,20220216,20220228,20220223,25615,10,SO52881,34.99,2022-02-16
578,20220216,20220228,20220223,26873,8,SO52882,1214.85,2022-02-16
222,20220216,20220228,20220223,26873,8,SO52882,34.99,2022-02-16
225,20220217,20220301,20220224,12046,4,SO52883,8.99,2022-02-17
529,20220217,20220301,20220224,14518,9,SO52884,3.99,2022-02-17
539,20220217,20220301,20220224,14518,9,SO52884,24.99,2022-02-17
214,20220217,20220301,20220224,14518,9,SO52884,34.99,2022-02-17
536,20220217,20220301,20220224,16611,9,SO52885,29.99,2022-02-17
528,20220217,20220301,20220224,16611,9,SO52885,4.99,2022-02-17
484,20220217,20220301,20220224,16611,9,SO52885,7.95,2022-02-17
485,20220217,20220301,20220224,16927,9,SO52886,21.98,2022-02-17
482,20220217,20220301,20220224,16927,9,SO52886,8.99,2022-02-17
537,20220217,20220301,20220224,21565,9,SO52887,35.00,2022-02-17
528,20220217,20220301,20220224,21565,9,SO52887,4.99,2022-02-17
482,20220217,20220301,20220224,21565,9,SO52887,8.99,2022-02-17
528,20220217,20220301,20220224,24894,9,SO52888,4.99,2022-02-17
222,20220217,20220301,20220224,18267,9,SO52889,34.99,2022-02-17
580,20220217,20220301,20220224,24206,8,SO52890,1700.99,2022-02-17
490,20220217,20220301,20220224,24206,8,SO52890,53.99,2022-02-17
583,20220217,20220301,20220224,24103,8,SO52891,1700.99,2022-02-17
491,20220217,20220301,20220224,24103,8,SO52891,53.99,2022-02-17
581,20220217,20220301,20220224,16942,7,SO52892,1700.99,2022-02-17
228,20220217,20220301,20220224,16942,7,SO52892,49.99,2022-02-17
529,20220217,20220301,20220224,11507,6,SO52893,3.99,2022-02-17
463,20220217,20220301,20220224,11507,6,SO52893,24.49,2022-02-17
539,20220217,20220301,20220224,29249,1,SO52894,24.99,2022-02-17
535,20220217,20220301,20220224,26493,1,SO52895,24.99,2022-02-17
528,20220217,20220301,20220224,26493,1,SO52895,4.99,2022-02-17
217,20220217,20220301,20220224,26493,1,SO52895,34.99,2022-02-17
540,20220217,20220301,20220224,24429,1,SO52896,32.60,2022-02-17
529,20220217,20220301,20220224,24429,1,SO52896,3.99,2022-02-17
214,20220217,20220301,20220224,24429,1,SO52896,34.99,2022-02-17
228,20220217,20220301,20220224,24429,1,SO52896,49.99,2022-02-17
467,20220217,20220301,20220224,24429,1,SO52896,24.49,2022-02-17
536,20220217,20220301,20220224,23109,1,SO52897,29.99,2022-02-17
528,20220217,20220301,20220224,23109,1,SO52897,4.99,2022-02-17
480,20220217,20220301,20220224,23109,1,SO52897,2.29,2022-02-17
478,20220217,20220301,20220224,22345,4,SO52898,9.99,2022-02-17
487,20220217,20220301,20220224,22345,4,SO52898,54.99,2022-02-17
225,20220217,20220301,20220224,22345,4,SO52898,8.99,2022-02-17
478,20220217,20220301,20220224,23252,4,SO52899,9.99,2022-02-17
477,20220217,20220301,20220224,23252,4,SO52899,4.99,2022-02-17
478,20220217,20220301,20220224,13318,6,SO52900,9.99,2022-02-17
477,20220217,20220301,20220224,13318,6,SO52900,4.99,2022-02-17
490,20220217,20220301,20220224,13318,6,SO52900,53.99,2022-02-17
478,20220217,20220301,20220224,13206,6,SO52901,9.99,2022-02-17
477,20220217,20220301,20220224,13206,6,SO52901,4.99,2022-02-17
487,20220217,20220301,20220224,13206,6,SO52901,54.99,2022-02-17
476,20220217,20220301,20220224,19643,1,SO52902,69.99,2022-02-17
489,20220217,20220301,20220224,19643,1,SO52902,53.99,2022-02-17
477,20220217,20220301,20220224,16802,1,SO52903,4.99,2022-02-17
482,20220217,20220301,20220224,16802,1,SO52903,8.99,2022-02-17
528,20220217,20220301,20220224,16013,1,SO52904,4.99,2022-02-17
217,20220217,20220301,20220224,16013,1,SO52904,34.99,2022-02-17
228,20220217,20220301,20220224,16013,1,SO52904,49.99,2022-02-17
528,20220217,20220301,20220224,14703,8,SO52905,4.99,2022-02-17
537,20220217,20220301,20220224,14703,8,SO52905,35.00,2022-02-17
480,20220217,20220301,20220224,14703,8,SO52905,2.29,2022-02-17
535,20220217,20220301,20220224,17806,8,SO52906,24.99,2022-02-17
528,20220217,20220301,20220224,17806,8,SO52906,4.99,2022-02-17
222,20220217,20220301,20220224,17806,8,SO52906,34.99,2022-02-17
225,20220217,20220301,20220224,28498,7,SO52907,8.99,2022-02-17
474,20220217,20220301,20220224,28498,7,SO52907,69.99,2022-02-17
539,20220217,20220301,20220224,18017,8,SO52908,24.99,2022-02-17
529,20220217,20220301,20220224,25788,8,SO52909,3.99,2022-02-17
538,20220217,20220301,20220224,25788,8,SO52909,21.49,2022-02-17
217,20220217,20220301,20220224,25788,8,SO52909,34.99,2022-02-17
538,20220217,20220301,20220224,24855,8,SO52910,21.49,2022-02-17
529,20220217,20220301,20220224,24855,8,SO52910,3.99,2022-02-17
530,20220217,20220301,20220224,26838,7,SO52911,4.99,2022-02-17
541,20220217,20220301,20220224,26838,7,SO52911,28.99,2022-02-17
480,20220217,20220301,20220224,26838,7,SO52911,2.29,2022-02-17
537,20220217,20220301,20220224,11023,4,SO52912,35.00,2022-02-17
528,20220217,20220301,20220224,11023,4,SO52912,4.99,2022-02-17
485,20220217,20220301,20220224,11023,4,SO52912,21.98,2022-02-17
490,20220217,20220301,20220224,11023,4,SO52912,53.99,2022-02-17
530,20220217,20220301,20220224,27807,7,SO52913,4.99,2022-02-17
528,20220217,20220301,20220224,11882,1,SO52914,4.99,2022-02-17
537,20220217,20220301,20220224,11882,1,SO52914,35.00,2022-02-17
537,20220217,20220301,20220224,11884,1,SO52915,35.00,2022-02-17
528,20220217,20220301,20220224,11884,1,SO52915,4.99,2022-02-17
214,20220217,20220301,20220224,11884,1,SO52915,34.99,2022-02-17
528,20220217,20220301,20220224,11950,4,SO52916,4.99,2022-02-17
537,20220217,20220301,20220224,11950,4,SO52916,35.00,2022-02-17
217,20220217,20220301,20220224,11950,4,SO52916,34.99,2022-02-17
485,20220217,20220301,20220224,17657,6,SO52917,21.98,2022-02-17
490,20220217,20220301,20220224,17657,6,SO52917,53.99,2022-02-17
537,20220217,20220301,20220224,11865,4,SO52918,35.00,2022-02-17
485,20220217,20220301,20220224,11865,4,SO52918,21.98,2022-02-17
231,20220217,20220301,20220224,11865,4,SO52918,49.99,2022-02-17
376,20220217,20220301,20220224,16232,1,SO52919,2443.35,2022-02-17
540,20220217,20220301,20220224,16232,1,SO52919,32.60,2022-02-17
372,20220217,20220301,20220224,20210,1,SO52920,2443.35,2022-02-17
214,20220217,20220301,20220224,20210,1,SO52920,34.99,2022-02-17
588,20220217,20220301,20220224,13862,4,SO52921,769.49,2022-02-17
214,20220217,20220301,20220224,13862,4,SO52921,34.99,2022-02-17
353,20220217,20220301,20220224,12071,4,SO52922,2319.99,2022-02-17
528,20220217,20220301,20220224,12071,4,SO52922,4.99,2022-02-17
537,20220217,20220301,20220224,12071,4,SO52922,35.00,2022-02-17
222,20220217,20220301,20220224,12071,4,SO52922,34.99,2022-02-17
604,20220217,20220301,20220224,21619,4,SO52923,539.99,2022-02-17
479,20220217,20220301,20220224,21619,4,SO52923,8.99,2022-02-17
477,20220217,20220301,20220224,21619,4,SO52923,4.99,2022-02-17
480,20220217,20220301,20220224,21619,4,SO52923,2.29,2022-02-17
390,20220217,20220301,20220224,19533,4,SO52924,1120.49,2022-02-17
222,20220217,20220301,20220224,19533,4,SO52924,34.99,2022-02-17
386,20220217,20220301,20220224,19380,7,SO52925,1120.49,2022-02-17
539,20220217,20220301,20220224,19380,7,SO52925,24.99,2022-02-17
529,20220217,20220301,20220224,19380,7,SO52925,3.99,2022-02-17
480,20220217,20220301,20220224,19380,7,SO52925,2.29,2022-02-17
584,20220217,20220301,20220224,21024,7,SO52926,539.99,2022-02-17
479,20220217,20220301,20220224,21024,7,SO52926,8.99,2022-02-17
477,20220217,20220301,20220224,21024,7,SO52926,4.99,2022-02-17
482,20220217,20220301,20220224,21024,7,SO52926,8.99,2022-02-17
606,20220217,20220301,20220224,25646,10,SO52927,539.99,2022-02-17
604,20220217,20220301,20220224,21048,7,SO52928,539.99,2022-02-17
477,20220217,20220301,20220224,21048,7,SO52928,4.99,2022-02-17
479,20220217,20220301,20220224,21048,7,SO52928,8.99,2022-02-17
467,20220217,20220301,20220224,21048,7,SO52928,24.49,2022-02-17
574,20220217,20220301,20220224,25640,8,SO52929,2384.07,2022-02-17
214,20220217,20220301,20220224,25640,8,SO52929,34.99,2022-02-17
225,20220217,20220301,20220224,25640,8,SO52929,8.99,2022-02-17
382,20220218,20220302,20220225,24608,9,SO52930,1120.49,2022-02-18
484,20220218,20220302,20220225,11866,4,SO52931,7.95,2022-02-18
530,20220218,20220302,20220225,14312,9,SO52932,4.99,2022-02-18
480,20220218,20220302,20220225,14312,9,SO52932,2.29,2022-02-18
479,20220218,20220302,20220225,11059,9,SO52933,8.99,2022-02-18
477,20220218,20220302,20220225,11059,9,SO52933,4.99,2022-02-18
225,20220218,20220302,20220225,11059,9,SO52933,8.99,2022-02-18
489,20220218,20220302,20220225,11059,9,SO52933,53.99,2022-02-18
490,20220218,20220302,20220225,11714,4,SO52934,53.99,2022-02-18
539,20220218,20220302,20220225,29228,4,SO52935,24.99,2022-02-18
478,20220218,20220302,20220225,21500,1,SO52936,9.99,2022-02-18
477,20220218,20220302,20220225,21500,1,SO52936,4.99,2022-02-18
484,20220218,20220302,20220225,21500,1,SO52936,7.95,2022-02-18
475,20220218,20220302,20220225,19703,4,SO52937,69.99,2022-02-18
474,20220218,20220302,20220225,21234,4,SO52938,69.99,2022-02-18
237,20220218,20220302,20220225,21234,4,SO52938,49.99,2022-02-18
477,20220218,20220302,20220225,18530,1,SO52939,4.99,2022-02-18
487,20220218,20220302,20220225,18530,1,SO52939,54.99,2022-02-18
490,20220218,20220302,20220225,18530,1,SO52939,53.99,2022-02-18
528,20220218,20220302,20220225,15397,4,SO52940,4.99,2022-02-18
222,20220218,20220302,20220225,15397,4,SO52940,34.99,2022-02-18
485,20220218,20220302,20220225,18449,6,SO52941,21.98,2022-02-18
225,20220218,20220302,20220225,18449,6,SO52941,8.99,2022-02-18
528,20220218,20220302,20220225,16039,8,SO52942,4.99,2022-02-18
474,20220218,20220302,20220225,13568,7,SO52943,69.99,2022-02-18
228,20220218,20220302,20220225,13568,7,SO52943,49.99,2022-02-18
539,20220218,20220302,20220225,16936,7,SO52944,24.99,2022-02-18
529,20220218,20220302,20220225,16936,7,SO52944,3.99,2022-02-18
214,20220218,20220302,20220225,16936,7,SO52944,34.99,2022-02-18
535,20220218,20220302,20220225,19056,7,SO52945,24.99,2022-02-18
477,20220218,20220302,20220225,19056,7,SO52945,4.99,2022-02-18
484,20220218,20220302,20220225,19056,7,SO52945,7.95,2022-02-18
474,20220218,20220302,20220225,28542,7,SO52946,69.99,2022-02-18
225,20220218,20220302,20220225,28542,7,SO52946,8.99,2022-02-18
477,20220218,20220302,20220225,24064,10,SO52947,4.99,2022-02-18
538,20220218,20220302,20220225,27176,8,SO52948,21.49,2022-02-18
541,20220218,20220302,20220225,14799,10,SO52949,28.99,2022-02-18
530,20220218,20220302,20220225,14799,10,SO52949,4.99,2022-02-18
225,20220218,20220302,20220225,14799,10,SO52949,8.99,2022-02-18
234,20220218,20220302,20220225,14799,10,SO52949,49.99,2022-02-18
528,20220218,20220302,20220225,11832,1,SO52950,4.99,2022-02-18
537,20220218,20220302,20220225,11832,1,SO52950,35.00,2022-02-18
214,20220218,20220302,20220225,11832,1,SO52950,34.99,2022-02-18
485,20220218,20220302,20220225,13235,1,SO52951,21.98,2022-02-18
222,20220218,20220302,20220225,13235,1,SO52951,34.99,2022-02-18
228,20220218,20220302,20220225,12639,7,SO52952,49.99,2022-02-18
225,20220218,20220302,20220225,12593,10,SO52953,8.99,2022-02-18
374,20220218,20220302,20220225,14081,4,SO52954,2443.35,2022-02-18
484,20220218,20220302,20220225,14081,4,SO52954,7.95,2022-02-18
374,20220218,20220302,20220225,16235,4,SO52955,2443.35,2022-02-18
359,20220218,20220302,20220225,11317,1,SO52956,2294.99,2022-02-18
359,20220218,20220302,20220225,11162,4,SO52957,2294.99,2022-02-18
222,20220218,20220302,20220225,11162,4,SO52957,34.99,2022-02-18
585,20220218,20220302,20220225,28770,1,SO52958,742.35,2022-02-18
222,20220218,20220302,20220225,28770,1,SO52958,34.99,2022-02-18
355,20220218,20220302,20220225,11459,9,SO52959,2319.99,2022-02-18
480,20220218,20220302,20220225,11459,9,SO52959,2.29,2022-02-18
604,20220218,20220302,20220225,21649,4,SO52960,539.99,2022-02-18
479,20220218,20220302,20220225,21649,4,SO52960,8.99,2022-02-18
477,20220218,20220302,20220225,21649,4,SO52960,4.99,2022-02-18
605,20220218,20220302,20220225,21646,4,SO52961,539.99,2022-02-18
538,20220218,20220302,20220225,21646,4,SO52961,21.49,2022-02-18
480,20220218,20220302,20220225,21646,4,SO52961,2.29,2022-02-18
584,20220218,20220302,20220225,22287,4,SO52962,539.99,2022-02-18
376,20220219,20220303,20220226,18273,9,SO52963,2443.35,2022-02-19
540,20220219,20220303,20220226,18273,9,SO52963,32.60,2022-02-19
231,20220219,20220303,20220226,18273,9,SO52963,49.99,2022-02-19
384,20220219,20220303,20220226,23412,9,SO52964,1120.49,2022-02-19
479,20220219,20220303,20220226,23412,9,SO52964,8.99,2022-02-19
477,20220219,20220303,20220226,23412,9,SO52964,4.99,2022-02-19
225,20220219,20220303,20220226,23412,9,SO52964,8.99,2022-02-19
353,20220219,20220303,20220226,11492,8,SO52965,2319.99,2022-02-19
222,20220219,20220303,20220226,11492,8,SO52965,34.99,2022-02-19
363,20220219,20220303,20220226,11351,10,SO52966,2294.99,2022-02-19
363,20220219,20220303,20220226,11353,10,SO52967,2294.99,2022-02-19
477,20220219,20220303,20220226,11353,10,SO52967,4.99,2022-02-19
478,20220219,20220303,20220226,11353,10,SO52967,9.99,2022-02-19
222,20220219,20220303,20220226,11212,6,SO52968,34.99,2022-02-19
535,20220219,20220303,20220226,11965,9,SO52969,24.99,2022-02-19
480,20220219,20220303,20220226,11965,9,SO52969,2.29,2022-02-19
528,20220219,20220303,20220226,18286,9,SO52970,4.99,2022-02-19
536,20220219,20220303,20220226,18286,9,SO52970,29.99,2022-02-19
222,20220219,20220303,20220226,18286,9,SO52970,34.99,2022-02-19
490,20220219,20220303,20220226,17243,9,SO52971,53.99,2022-02-19
234,20220219,20220303,20220226,17302,9,SO52972,49.99,2022-02-19
225,20220219,20220303,20220226,17302,9,SO52972,8.99,2022-02-19
237,20220219,20220303,20220226,14678,9,SO52973,49.99,2022-02-19
225,20220219,20220303,20220226,18197,9,SO52974,8.99,2022-02-19
486,20220219,20220303,20220226,14307,9,SO52975,159.00,2022-02-19
529,20220219,20220303,20220226,29268,1,SO52976,3.99,2022-02-19
222,20220219,20220303,20220226,29268,1,SO52976,34.99,2022-02-19
541,20220219,20220303,20220226,27293,4,SO52977,28.99,2022-02-19
530,20220219,20220303,20220226,27293,4,SO52977,4.99,2022-02-19
487,20220219,20220303,20220226,27293,4,SO52977,54.99,2022-02-19
541,20220219,20220303,20220226,26691,4,SO52978,28.99,2022-02-19
540,20220219,20220303,20220226,25435,1,SO52979,32.60,2022-02-19
529,20220219,20220303,20220226,25435,1,SO52979,3.99,2022-02-19
540,20220219,20220303,20220226,25102,4,SO52980,32.60,2022-02-19
529,20220219,20220303,20220226,25102,4,SO52980,3.99,2022-02-19
222,20220219,20220303,20220226,25102,4,SO52980,34.99,2022-02-19
536,20220219,20220303,20220226,18871,6,SO52981,29.99,2022-02-19
536,20220219,20220303,20220226,17385,6,SO52982,29.99,2022-02-19
528,20220219,20220303,20220226,17385,6,SO52982,4.99,2022-02-19
217,20220219,20220303,20220226,17385,6,SO52982,34.99,2022-02-19
478,20220219,20220303,20220226,21787,4,SO52983,9.99,2022-02-19
477,20220219,20220303,20220226,21787,4,SO52983,4.99,2022-02-19
480,20220219,20220303,20220226,21787,4,SO52983,2.29,2022-02-19
478,20220219,20220303,20220226,12183,6,SO52984,9.99,2022-02-19
477,20220219,20220303,20220226,12183,6,SO52984,4.99,2022-02-19
214,20220219,20220303,20220226,12183,6,SO52984,34.99,2022-02-19
477,20220219,20220303,20220226,18094,4,SO52985,4.99,2022-02-19
473,20220219,20220303,20220226,18094,4,SO52985,63.50,2022-02-19
528,20220219,20220303,20220226,17705,10,SO52986,4.99,2022-02-19
535,20220219,20220303,20220226,17705,10,SO52986,24.99,2022-02-19
539,20220219,20220303,20220226,19920,7,SO52987,24.99,2022-02-19
529,20220219,20220303,20220226,19920,7,SO52987,3.99,2022-02-19
489,20220219,20220303,20220226,19920,7,SO52987,53.99,2022-02-19
225,20220219,20220303,20220226,19920,7,SO52987,8.99,2022-02-19
485,20220219,20220303,20220226,14782,8,SO52988,21.98,2022-02-19
478,20220219,20220303,20220226,14782,8,SO52988,9.99,2022-02-19
214,20220219,20220303,20220226,14782,8,SO52988,34.99,2022-02-19
529,20220219,20220303,20220226,23937,8,SO52989,3.99,2022-02-19
214,20220219,20220303,20220226,23937,8,SO52989,34.99,2022-02-19
535,20220219,20220303,20220226,20588,10,SO52990,24.99,2022-02-19
480,20220219,20220303,20220226,20588,10,SO52990,2.29,2022-02-19
477,20220219,20220303,20220226,22492,8,SO52991,4.99,2022-02-19
225,20220219,20220303,20220226,22492,8,SO52991,8.99,2022-02-19
490,20220219,20220303,20220226,22492,8,SO52991,53.99,2022-02-19
529,20220219,20220303,20220226,27806,10,SO52992,3.99,2022-02-19
529,20220219,20220303,20220226,26865,10,SO52993,3.99,2022-02-19
483,20220219,20220303,20220226,26865,10,SO52993,120.00,2022-02-19
530,20220219,20220303,20220226,16193,10,SO52994,4.99,2022-02-19
485,20220219,20220303,20220226,12938,1,SO52995,21.98,2022-02-19
222,20220219,20220303,20220226,12938,1,SO52995,34.99,2022-02-19
463,20220219,20220303,20220226,12938,1,SO52995,24.49,2022-02-19
485,20220219,20220303,20220226,12793,4,SO52996,21.98,2022-02-19
214,20220219,20220303,20220226,12793,4,SO52996,34.99,2022-02-19
473,20220219,20220303,20220226,12793,4,SO52996,63.50,2022-02-19
595,20220219,20220303,20220226,18963,1,SO52997,564.99,2022-02-19
535,20220219,20220303,20220226,18963,1,SO52997,24.99,2022-02-19
355,20220219,20220303,20220226,11528,4,SO52998,2319.99,2022-02-19
485,20220219,20220303,20220226,11528,4,SO52998,21.98,2022-02-19
478,20220219,20220303,20220226,11528,4,SO52998,9.99,2022-02-19
477,20220219,20220303,20220226,11528,4,SO52998,4.99,2022-02-19
467,20220219,20220303,20220226,11528,4,SO52998,24.49,2022-02-19
361,20220219,20220303,20220226,12113,6,SO52999,2294.99,2022-02-19
587,20220219,20220303,20220226,14102,9,SO53000,769.49,2022-02-19
474,20220219,20220303,20220226,14102,9,SO53000,69.99,2022-02-19
606,20220219,20220303,20220226,21022,7,SO53001,539.99,2022-02-19
576,20220219,20220303,20220226,14939,8,SO53002,2384.07,2022-02-19
214,20220219,20220303,20220226,14939,8,SO53002,34.99,2022-02-19
378,20220219,20220303,20220226,18303,9,SO53003,2443.35,2022-02-19
479,20220219,20220303,20220226,18303,9,SO53003,8.99,2022-02-19
390,20220220,20220304,20220227,16482,9,SO53004,1120.49,2022-02-20
222,20220220,20220304,20220227,16482,9,SO53004,34.99,2022-02-20
234,20220220,20220304,20220227,16482,9,SO53004,49.99,2022-02-20
363,20220220,20220304,20220227,11493,10,SO53005,2294.99,2022-02-20
222,20220220,20220304,20220227,11493,10,SO53005,34.99,2022-02-20
355,20220220,20220304,20220227,11395,8,SO53006,2319.99,2022-02-20
478,20220220,20220304,20220227,11395,8,SO53006,9.99,2022-02-20
225,20220220,20220304,20220227,11530,6,SO53007,8.99,2022-02-20
535,20220220,20220304,20220227,13962,9,SO53008,24.99,2022-02-20
528,20220220,20220304,20220227,13962,9,SO53008,4.99,2022-02-20
480,20220220,20220304,20220227,13962,9,SO53008,2.29,2022-02-20
484,20220220,20220304,20220227,13962,9,SO53008,7.95,2022-02-20
539,20220220,20220304,20220227,14857,9,SO53009,24.99,2022-02-20
490,20220220,20220304,20220227,14857,9,SO53009,53.99,2022-02-20
536,20220220,20220304,20220227,17254,9,SO53010,29.99,2022-02-20
472,20220220,20220304,20220227,17254,9,SO53010,63.50,2022-02-20
536,20220220,20220304,20220227,17070,9,SO53011,29.99,2022-02-20
528,20220220,20220304,20220227,17070,9,SO53011,4.99,2022-02-20
214,20220220,20220304,20220227,17070,9,SO53011,34.99,2022-02-20
485,20220220,20220304,20220227,18707,9,SO53012,21.98,2022-02-20
222,20220220,20220304,20220227,18707,9,SO53012,34.99,2022-02-20
471,20220220,20220304,20220227,18707,9,SO53012,63.50,2022-02-20
528,20220220,20220304,20220227,24899,9,SO53013,4.99,2022-02-20
485,20220220,20220304,20220227,24899,9,SO53013,21.98,2022-02-20
478,20220220,20220304,20220227,24899,9,SO53013,9.99,2022-02-20
477,20220220,20220304,20220227,24899,9,SO53013,4.99,2022-02-20
471,20220220,20220304,20220227,24899,9,SO53013,63.50,2022-02-20
234,20220220,20220304,20220227,15126,9,SO53014,49.99,2022-02-20
225,20220220,20220304,20220227,15126,9,SO53014,8.99,2022-02-20
480,20220220,20220304,20220227,19090,9,SO53015,2.29,2022-02-20
225,20220220,20220304,20220227,18259,9,SO53016,8.99,2022-02-20
225,20220220,20220304,20220227,28967,4,SO53017,8.99,2022-02-20
539,20220220,20220304,20220227,28998,4,SO53018,24.99,2022-02-20
529,20220220,20220304,20220227,28998,4,SO53018,3.99,2022-02-20
538,20220220,20220304,20220227,11738,6,SO53019,21.49,2022-02-20
467,20220220,20220304,20220227,11738,6,SO53019,24.49,2022-02-20
529,20220220,20220304,20220227,11738,6,SO53019,3.99,2022-02-20
530,20220220,20220304,20220227,11203,6,SO53020,4.99,2022-02-20
530,20220220,20220304,20220227,29000,1,SO53021,4.99,2022-02-20
480,20220220,20220304,20220227,29000,1,SO53021,2.29,2022-02-20
530,20220220,20220304,20220227,28003,1,SO53022,4.99,2022-02-20
540,20220220,20220304,20220227,11277,6,SO53023,32.60,2022-02-20
529,20220220,20220304,20220227,11277,6,SO53023,3.99,2022-02-20
214,20220220,20220304,20220227,11277,6,SO53023,34.99,2022-02-20
529,20220220,20220304,20220227,15526,6,SO53024,3.99,2022-02-20
540,20220220,20220304,20220227,15526,6,SO53024,32.60,2022-02-20
214,20220220,20220304,20220227,15526,6,SO53024,34.99,2022-02-20
465,20220220,20220304,20220227,15526,6,SO53024,24.49,2022-02-20
529,20220220,20220304,20220227,24776,4,SO53025,3.99,2022-02-20
540,20220220,20220304,20220227,24776,4,SO53025,32.60,2022-02-20
487,20220220,20220304,20220227,24776,4,SO53025,54.99,2022-02-20
535,20220220,20220304,20220227,11176,6,SO53026,24.99,2022-02-20
540,20220220,20220304,20220227,18758,6,SO53027,32.60,2022-02-20
529,20220220,20220304,20220227,18758,6,SO53027,3.99,2022-02-20
540,20220220,20220304,20220227,24317,4,SO53028,32.60,2022-02-20
480,20220220,20220304,20220227,24317,4,SO53028,2.29,2022-02-20
478,20220220,20220304,20220227,21720,4,SO53029,9.99,2022-02-20
477,20220220,20220304,20220227,21720,4,SO53029,4.99,2022-02-20
477,20220220,20220304,20220227,15498,6,SO53030,4.99,2022-02-20
478,20220220,20220304,20220227,15498,6,SO53030,9.99,2022-02-20
214,20220220,20220304,20220227,15498,6,SO53030,34.99,2022-02-20
467,20220220,20220304,20220227,15498,6,SO53030,24.49,2022-02-20
477,20220220,20220304,20220227,21159,1,SO53031,4.99,2022-02-20
478,20220220,20220304,20220227,21159,1,SO53031,9.99,2022-02-20
222,20220220,20220304,20220227,21159,1,SO53031,34.99,2022-02-20
465,20220220,20220304,20220227,21159,1,SO53031,24.49,2022-02-20
474,20220220,20220304,20220227,19778,4,SO53032,69.99,2022-02-20
475,20220220,20220304,20220227,11827,6,SO53033,69.99,2022-02-20
490,20220220,20220304,20220227,11827,6,SO53033,53.99,2022-02-20
463,20220220,20220304,20220227,11827,6,SO53033,24.49,2022-02-20
225,20220220,20220304,20220227,18346,4,SO53034,8.99,2022-02-20
477,20220220,20220304,20220227,18346,4,SO53034,4.99,2022-02-20
528,20220220,20220304,20220227,14921,4,SO53035,4.99,2022-02-20
480,20220220,20220304,20220227,14921,4,SO53035,2.29,2022-02-20
528,20220220,20220304,20220227,13698,8,SO53036,4.99,2022-02-20
535,20220220,20220304,20220227,13698,8,SO53036,24.99,2022-02-20
480,20220220,20220304,20220227,13698,8,SO53036,2.29,2022-02-20
528,20220220,20220304,20220227,18632,10,SO53037,4.99,2022-02-20
535,20220220,20220304,20220227,18632,10,SO53037,24.99,2022-02-20
480,20220220,20220304,20220227,18632,10,SO53037,2.29,2022-02-20
535,20220220,20220304,20220227,17640,8,SO53038,24.99,2022-02-20
